"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"267","CS804",1,"Private",14,"S","Unmarried","Sales","White","f",20,38.59,"secundaria",FALSE
"268","CS810",14,"Private",16,"X","Own-child","Service","White","f",36.5,37.45,"secundaria",FALSE
"269","CS815",31,"Self-Employed",16,"M","Own-child","Service","White","f",75.5,41,"secundaria",FALSE
"270","CS816",25,"Private",3,"S","Wife","Professional","White","f",60.5,42.08,"universitaria",FALSE
"271","CS821",15,"Private",6,"S","Unmarried","Professional","White","f",46.5,38.19,"postuniversitara",FALSE
"272","CS823",14,"Private",16,"W","Own-child","White-Collar","White","f",40.5,43.22,"secundaria",FALSE
"273","CS826",47,"Private",16,"W","Unmarried","Service","White","f",40.5,38.17,"secundaria",FALSE
"274","CS827",23,"Private",16,"X","Not-in-family","Blue-Collar","White","f",24,39.94,"secundaria",FALSE
"275","CS831",37,"Private",2,"M","Husband","White-Collar","White","f",40.5,50,"universitaria",FALSE
"276","CS834",58,"Other/Unknown",14,"W","Husband","Other/Unknown","White","f",24,38.58,"secundaria",FALSE
"277","CS837",25,"Private",5,"D","Not-in-family","Professional","White","f",50.5,38.26,"universitaria",FALSE
"278","CS843",47,"Government",5,"W","Husband","Professional","White","f",48,44.91,"universitaria",FALSE
"279","CS846",24,"Government",16,"D","Not-in-family","Service","White","f",50.5,43.44,"secundaria",FALSE
"280","CS850",46,"Private",6,"W","Own-child","Professional","White","f",40,41.81,"postuniversitara",FALSE
"281","CS851",10,"Private",3,"D","Not-in-family","White-Collar","White","f",55.5,45.96,"universitaria",FALSE
"282","CS853",10,"Private",5,"S","Husband","Professional","White","f",40,42.04,"universitaria",FALSE
"283","CS856",18,"Government",16,"S","Own-child","White-Collar","White","f",40,45.8,"secundaria",FALSE
"284","CS858",18,"Private",5,"S","Husband","Professional","White","f",40.5,39.55,"universitaria",FALSE
"285","CS859",33,"Private",5,"S","Own-child","White-Collar","White","f",56.5,45.47,"universitaria",FALSE
"286","CS860",2,"Private",14,"S","Not-in-family","White-Collar","White","f",20,44.56,"secundaria",FALSE
"287","CS865",8,"Private",2,"S","Husband","Sales","White","f",15,36.94,"universitaria",FALSE
"288","CS876",7,"Private",16,"S","Husband","Blue-Collar","Black","f",7.5,43.59,"secundaria",FALSE
"289","CS877",22,"Private",3,"D","Unmarried","White-Collar","White","f",40,46.35,"universitaria",FALSE
"290","CS879",3,"Private",16,"S","Husband","White-Collar","White","f",30.5,44.75,"secundaria",FALSE
"291","CS880",33,"Private",12,"D","Not-in-family","Blue-Collar","White","f",40,40.96,"primaria",FALSE
"292","CS884",17,"Private",2,"M","Husband","Blue-Collar","White","f",60,48.33,"universitaria",FALSE
"293","CS889",13,"Private",3,"D","Husband","Service","White","f",45.5,38.1,"universitaria",FALSE
"294","CS890",32,"Other/Unknown",2,"D","Not-in-family","Other/Unknown","Black","f",30.5,37.23,"universitaria",FALSE
"295","CS892",12,"Private",3,"M","Not-in-family","White-Collar","Asian-Pac-Islander","f",40.5,47.07,"universitaria",FALSE
"296","CS897",6,"Private",5,"S","Own-child","White-Collar","White","f",50.5,44.67,"universitaria",FALSE
"297","CS902",6,"Private",16,"S","Husband","Blue-Collar","White","f",40.5,39.07,"secundaria",FALSE
"298","CS905",30,"Private",16,"D","Not-in-family","Blue-Collar","White","f",38,44.48,"secundaria",FALSE
"299","CS916",27,"Private",6,"M","Husband","Professional","Asian-Pac-Islander","f",50.5,45.82,"postuniversitara",FALSE
"300","CS922",26,"Private",10,"M","Unmarried","Blue-Collar","White","f",38,42.91,"primaria",FALSE
"301","CS923",22,"Private",2,"M","Wife","White-Collar","Black","f",40.5,47.37,"universitaria",FALSE
"302","CS928",6,"Private",2,"S","Husband","Sales","White","f",42.5,38.41,"universitaria",FALSE
"303","CS929",17,"Private",9,"M","Not-in-family","Service","White","f",40,44.79,"primaria",FALSE
"304","CS931",3,"Other/Unknown",2,"S","Not-in-family","Other/Unknown","White","f",10.5,34.35,"universitaria",FALSE
"305","CS933",7,"Private",16,"M","Husband","White-Collar","White","f",40.5,46.69,"secundaria",FALSE
"306","CS936",31,"Private",6,"S","Husband","Professional","White","f",25,39.35,"postuniversitara",FALSE
"307","CS940",15,"Private",4,"D","Not-in-family","Service","Amer-Indian-Eskimo","f",40,40.59,"universitaria",FALSE
"308","CS943",2,"Private",16,"S","Husband","Service","White","f",45.5,34.31,"secundaria",FALSE
"309","CS945",38,"Government",2,"D","Husband","White-Collar","Black","f",35,47.85,"universitaria",FALSE
"310","CS946",24,"Private",2,"D","Unmarried","White-Collar","White","f",40.5,44.71,"universitaria",FALSE
"311","CS947",20,"Self-Employed",5,"M","Unmarried","White-Collar","White","f",45,44.13,"universitaria",FALSE
"312","CS950",28,"Government",16,"M","Unmarried","Professional","White","f",40.5,44.88,"secundaria",FALSE
"313","CS952",35,"Private",11,"W","Husband","Service","Black","f",40,35.46,"primaria",FALSE
"314","CS953",2,"Private",16,"S","Unmarried","Service","White","f",20.5,37.24,"secundaria",FALSE
"315","CS961",16,"Private",16,"D","Husband","Blue-Collar","White","f",38,43.46,"secundaria",FALSE
"316","CS963",20,"Private",13,"D","Husband","White-Collar","White","f",40,43.45,"primaria",FALSE
"317","CS965",4,"Private",16,"S","Husband","Service","White","f",20,37.18,"secundaria",FALSE
"318","CS969",20,"Other/Unknown",3,"W","Husband","Other/Unknown","White","f",20,35.43,"universitaria",FALSE
"319","CS971",12,"Private",5,"S","Husband","Service","White","f",35.5,39.03,"universitaria",FALSE
"320","CS975",9,"Private",2,"S","Unmarried","Sales","White","f",40,40.02,"universitaria",FALSE
"321","CS976",5,"Private",2,"S","Not-in-family","White-Collar","White","f",40.5,40.73,"universitaria",FALSE
"322","CS978",22.5804861517607,"Private",16,"W","Husband","Service","Black","f",40,39.99,"secundaria",FALSE
"323","CS980",33,"Private",16,"S","Own-child","White-Collar","White","f",44,43.87,"secundaria",FALSE
"324","CS981",6,"Private",4,"S","Not-in-family","White-Collar","White","f",40,48.19,"universitaria",FALSE
"325","CS982",7,"Other/Unknown",16,"S","Not-in-family","Other/Unknown","Black","f",40,32.43,"secundaria",FALSE
"326","CS985",48,"Private",3,"D","Not-in-family","Service","White","f",20,42.92,"universitaria",FALSE
"327","CS986",25,"Private",16,"S","Not-in-family","Blue-Collar","Black","f",35,39.53,"secundaria",FALSE
"328","CS987",31,"Private",16,"D","Own-child","White-Collar","White","f",40.5,44.24,"secundaria",FALSE
"329","CS989",35,"Private",2,"W","Unmarried","Professional","White","f",40.5,38.21,"universitaria",FALSE
"330","CS1002",22,"Government",16,"M","Husband","Professional","White","f",40,45.05,"secundaria",FALSE
"331","CS1003",7,"Government",5,"S","Wife","Professional","White","f",60,44.48,"universitaria",FALSE
"332","CS1010",35,"Private",16,"D","Husband","Blue-Collar","White","f",40,41.63,"secundaria",FALSE
"333","CS1016",17,"Private",3,"M","Husband","Service","White","f",40,42.97,"universitaria",FALSE
"334","CS1017",35,"Private",16,"W","Wife","Service","White","f",32.5,39.24,"secundaria",FALSE
"335","CS1022",26,"Private",16,"X","Husband","Sales","White","f",30,37.62,"secundaria",FALSE
"336","CS1024",7,"Private",16,"S","Husband","Blue-Collar","Black","f",40.5,42.48,"secundaria",FALSE
"337","CS1028",32,"Private",13,"M","Husband","White-Collar","White","f",40.5,49.33,"primaria",FALSE
"338","CS1030",15,"Private",3,"S","Not-in-family","White-Collar","White","f",40.5,44.98,"universitaria",FALSE
"339","CS1033",16,"Private",16,"S","Not-in-family","Service","Black","f",40.5,36.04,"secundaria",FALSE
"340","CS1038",18,"Private",16,"D","Not-in-family","Service","Black","f",30.5,39.57,"secundaria",FALSE
"341","CS1039",18,"Other/Unknown",14,"M","Unmarried","Other/Unknown","White","f",8,37.54,"secundaria",FALSE
"342","CS1040",62,"Private",16,"S","Wife","Service","White","f",40.5,43.33,"secundaria",FALSE
"343","CS1041",7,"Private",2,"S","Not-in-family","Blue-Collar","Black","f",40,38.95,"universitaria",FALSE
"344","CS1042",27,"Private",2,"D","Own-child","White-Collar","White","f",40,45.8,"universitaria",FALSE
"345","CS1044",8,"Private",2,"S","Husband","Service","White","f",37.5,37.41,"universitaria",FALSE
"346","CS1046",49,"Other/Unknown",4,"S","Unmarried","Other/Unknown","White","f",20,34.2,"universitaria",FALSE
"347","CS1048",4,"Private",2,"S","Husband","Sales","White","f",50,37.21,"universitaria",FALSE
"348","CS1057",25,"Private",3,"D","Husband","Blue-Collar","White","f",40.5,41.23,"universitaria",FALSE
"349","CS1063",18,"Private",4,"X","Husband","Service","White","f",40,41.17,"universitaria",FALSE
"350","CS1069",20,"Private",4,"D","Husband","Service","White","f",60,40.46,"universitaria",FALSE
"351","CS1070",6,"Government",5,"S","Not-in-family","Professional","White","f",20.5,46.85,"universitaria",FALSE
"352","CS1073",32,"Government",8,"M","Husband","Professional","White","f",46,47.73,"postuniversitara",FALSE
"353","CS1076",11,"Private",5,"S","Own-child","Sales","Black","f",40.5,38.14,"universitaria",FALSE
"354","CS1079",27,"Government",3,"M","Husband","Professional","White","f",40.5,47.69,"universitaria",FALSE
"355","CS1080",27,"Private",5,"X","Wife","Professional","White","f",40.5,39.06,"universitaria",FALSE
"356","CS1081",3,"Government",16,"D","Unmarried","White-Collar","White","f",35.5,51.22,"secundaria",FALSE
"357","CS1097",3,"Other/Unknown",16,"S","Husband","Other/Unknown","White","f",40,35.44,"secundaria",FALSE
"358","CS1098",13,"Self-Employed",16,"M","Own-child","Sales","White","f",25,40.49,"secundaria",FALSE
"359","CS1099",27,"Private",2,"D","Wife","Professional","White","f",40,41.56,"universitaria",FALSE
"360","CS1104",18,"Self-Employed",4,"M","Husband","Professional","White","f",25,37.69,"universitaria",FALSE
"361","CS1105",18,"Government",16,"D","Wife","White-Collar","White","f",33.5,48.12,"secundaria",FALSE
"362","CS1111",17,"Private",5,"M","Husband","Sales","White","f",45.5,42.12,"universitaria",FALSE
"363","CS1113",55,"Private",16,"M","Not-in-family","Sales","White","f",40.5,47.91,"secundaria",FALSE
"364","CS1114",18,"Private",16,"D","Wife","Blue-Collar","White","f",40,40.18,"secundaria",FALSE
"365","CS1118",43,"Government",5,"M","Husband","Professional","White","f",40,48.06,"universitaria",FALSE
"366","CS1121",29,"Government",16,"D","Husband","Service","White","f",40,42.05,"secundaria",FALSE
"367","CS1124",32,"Private",2,"D","Husband","Service","Black","f",35,39.21,"universitaria",FALSE
"368","CS1125",4,"Private",3,"S","Unmarried","White-Collar","White","f",40.5,42.16,"universitaria",FALSE
"369","CS1130",14,"Private",2,"S","Husband","Blue-Collar","Black","f",40.5,38.06,"universitaria",FALSE
"370","CS1131",18,"Other/Unknown",16,"D","Not-in-family","Other/Unknown","White","f",40.5,36.99,"secundaria",FALSE
"371","CS1132",15,"Private",16,"S","Not-in-family","Service","White","f",40.5,37.73,"secundaria",FALSE
"372","CS1133",21,"Private",3,"S","Unmarried","White-Collar","White","f",38.5,44.6,"universitaria",FALSE
"373","CS1140",3,"Private",2,"S","Husband","Service","White","f",20,36.96,"universitaria",FALSE
"374","CS1142",44,"Government",16,"W","Not-in-family","Sales","White","f",40,42.6,"secundaria",FALSE
"375","CS1146",14,"Self-Employed",2,"S","Husband","White-Collar","White","f",60,39.31,"universitaria",FALSE
"376","CS1151",24,"Private",2,"D","Own-child","White-Collar","White","f",39,44.36,"universitaria",FALSE
"377","CS1157",12,"Government",6,"M","Husband","Professional","White","f",50.5,48.02,"postuniversitara",FALSE
"378","CS1164",34,"Private",5,"M","Husband","Professional","White","f",40,44.5,"universitaria",FALSE
"379","CS1165",17,"Private",16,"D","Wife","White-Collar","Black","f",40.5,42.68,"secundaria",FALSE
"380","CS1167",6,"Other/Unknown",2,"S","Husband","Other/Unknown","White","f",8.5,34.7,"universitaria",FALSE
"381","CS1170",35,"Private",16,"D","Not-in-family","White-Collar","White","f",43.5,47.57,"secundaria",FALSE
"382","CS1171",34,"Private",14,"D","Not-in-family","Service","Black","f",40,39.64,"secundaria",FALSE
"383","CS1176",6,"Private",3,"S","Husband","White-Collar","White","f",30,44.51,"universitaria",FALSE
"384","CS1178",31,"Private",16,"S","Husband","White-Collar","White","f",40,43.38,"secundaria",FALSE
"385","CS1181",24,"Private",5,"D","Husband","White-Collar","White","f",45,45.83,"universitaria",FALSE
"386","CS1186",44,"Government",2,"S","Husband","White-Collar","Black","f",40,50.41,"universitaria",FALSE
"387","CS1188",8,"Government",5,"S","Husband","White-Collar","White","f",65.5,48.09,"universitaria",FALSE
"388","CS1194",3,"Private",2,"S","Husband","Service","White","f",25,37.73,"universitaria",FALSE
"389","CS1195",33,"Government",5,"D","Own-child","Professional","Black","f",40.5,43.97,"universitaria",FALSE
"390","CS1198",2,"Private",16,"S","Husband","Blue-Collar","White","f",40.5,43.44,"secundaria",FALSE
"391","CS1212",15,"Private",2,"D","Own-child","Blue-Collar","White","f",20.5,40.78,"universitaria",FALSE
"392","CS1215",48,"Other/Unknown",5,"W","Own-child","Other/Unknown","White","f",40,37.35,"universitaria",FALSE
"393","CS1217",17,"Other/Unknown",16,"D","Husband","Other/Unknown","Asian-Pac-Islander","f",41,30.16,"secundaria",FALSE
"394","CS1223",39,"Private",16,"W","Husband","White-Collar","White","f",40,39.81,"secundaria",FALSE
"395","CS1225",13,"Private",16,"S","Husband","White-Collar","White","f",40,42.08,"secundaria",FALSE
"396","CS1228",34,"Private",16,"D","Husband","White-Collar","White","f",40,46.81,"secundaria",FALSE
"397","CS1231",36,"Government",16,"D","Husband","White-Collar","White","f",40,46.84,"secundaria",FALSE
"398","CS1232",11,"Private",5,"S","Unmarried","White-Collar","White","f",40,47.95,"universitaria",FALSE
"399","CS1234",15,"Private",14,"X","Husband","Service","Black","f",42.5,33.71,"secundaria",FALSE
"400","CS1235",7,"Private",2,"S","Not-in-family","Sales","White","f",30,37.28,"universitaria",FALSE
"401","CS1236",18,"Private",16,"S","Not-in-family","Sales","White","f",24,33.66,"secundaria",FALSE
"402","CS1237",25,"Self-Employed",16,"M","Not-in-family","Sales","White","f",40,38.6,"secundaria",FALSE
"403","CS1238",15,"Private",16,"S","Other-relative","Service","White","f",30,36.78,"secundaria",FALSE
"404","CS1239",26,"Private",2,"S","Own-child","White-Collar","White","f",40,44.92,"universitaria",FALSE
"405","CS1241",39,"Private",16,"X","Not-in-family","White-Collar","White","f",25.5,41.74,"secundaria",FALSE
"406","CS1242",20,"Government",16,"W","Not-in-family","White-Collar","White","f",40,49.18,"secundaria",FALSE
"407","CS1245",47,"Private",2,"W","Not-in-family","Service","White","f",20.5,37.76,"universitaria",FALSE
"408","CS1248",18,"Private",16,"M","Not-in-family","White-Collar","White","f",40,48.11,"secundaria",FALSE
"409","CS1249",16,"Private",16,"S","Wife","Blue-Collar","White","f",40.5,43.76,"secundaria",FALSE
"410","CS1253",36,"Government",16,"D","Husband","White-Collar","White","f",43,49.51,"secundaria",FALSE
"411","CS1256",22,"Private",5,"S","Husband","White-Collar","White","f",50,42.67,"universitaria",FALSE
"412","CS1262",55,"Other/Unknown",3,"W","Husband","Other/Unknown","White","f",1,37.52,"universitaria",FALSE
"413","CS1263",59,"Private",16,"W","Not-in-family","Service","White","f",37.5,39.06,"secundaria",FALSE
"414","CS1265",15,"Private",16,"S","Own-child","Sales","White","f",45.5,38.22,"secundaria",FALSE
"415","CS1270",31,"Private",5,"S","Not-in-family","White-Collar","Black","f",45.5,47.04,"universitaria",FALSE
"416","CS1272",12,"Private",4,"S","Husband","Service","White","f",40,41.18,"universitaria",TRUE
"417","CS1273",9,"Private",16,"S","Not-in-family","Service","Black","f",40.5,38.57,"secundaria",FALSE
"418","CS1274",4,"Private",2,"S","Not-in-family","Service","White","f",40,37.34,"universitaria",FALSE
"419","CS1281",26,"Government",4,"D","Not-in-family","Professional","Asian-Pac-Islander","f",40.5,42.71,"universitaria",FALSE
"420","CS1284",34,"Private",16,"M","Own-child","White-Collar","White","f",40.5,42.86,"secundaria",FALSE
"421","CS1291",48,"Self-Employed",9,"W","Husband","Service","White","f",30.5,35.22,"primaria",FALSE
"422","CS1301",13,"Private",16,"S","Not-in-family","Service","Black","f",40,36.36,"secundaria",FALSE
"423","CS1302",43,"Self-Employed",2,"M","Unmarried","Blue-Collar","White","f",40,42.4,"universitaria",FALSE
"424","CS1307",10,"Private",10,"S","Not-in-family","White-Collar","White","f",40.5,38.47,"primaria",FALSE
"425","CS1309",33,"Private",16,"M","Husband","Blue-Collar","White","f",40,43.57,"secundaria",FALSE
"426","CS1311",12,"Private",5,"S","Husband","Professional","White","f",40,42.76,"universitaria",FALSE
"427","CS1312",4,"Other/Unknown",2,"S","Not-in-family","Other/Unknown","White","f",25.5,33.44,"universitaria",FALSE
"428","CS1313",35,"Private",16,"D","Not-in-family","White-Collar","White","f",40,45.95,"secundaria",FALSE
"429","CS1315",8,"Private",16,"S","Husband","Blue-Collar","White","f",40.5,39.75,"secundaria",FALSE
"430","CS1320",46,"Government",16,"W","Husband","White-Collar","White","f",35.5,48.89,"secundaria",FALSE
"431","CS1327",36,"Private",16,"W","Husband","Service","Asian-Pac-Islander","f",40.5,40,"secundaria",FALSE
"432","CS1328",8,"Private",16,"S","Unmarried","Sales","Black","f",20.5,35.71,"secundaria",FALSE
"433","CS1329",13,"Private",14,"S","Own-child","Service","Black","f",40.5,36.54,"secundaria",FALSE
